row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
13179_6,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),'Cause 9 and 15 both go by 3!,True_Misconception,Irrelevant
8540_1,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 48 \),"Um, I… like, split i...",False_Neither,
32450_3,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 20 \),"Um, I thought Pattern 1 was 1 times 4 plus 2! Then Pattern 2 was 2 times 4 plus 2... so it's like 6 times what number? My teacher said that’s how you do it! It should be 26.",False_Correct,
13206_9,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),I picked 6 'cause I multiplied bottom and top!,True_Neither,
19253_2,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{2}{15} \),"My teacher said to multiply, so I multiplied...",False_Misconception,Inversion
7852_9,31774,Calculate \( \frac{1}{2} \div 6 \),\( \frac{6}{2} \),"Um, I thought I multiplied one by six?",False_Neither,
2421_5,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{6} \),"Um, I thought six parts were shaded...so ...",False_Neither,
30518_0,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"'Cause 8 minus 5 is 3,...",True_Misconception,Tacking
4079_4,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{9} \),"I just looked, I got three!",False_Neither,
12710_7,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),"I divided 9 and 15 by three, got 3/5. Then I multiplied by two to get 6/10, so A equals six!",True_Correct,
29069_0,76870,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \),"Um, I did... like, five times that number? My teacher said… it’s a trick!",False_Misconception,Interior
9491_0,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 72 \),"My teacher said, ""multiply!"" Twenty-three times three is seventy...",True_Correct,
23526_0,33471,A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,\( 9 \),"I multiplied three times eight, then I got nine!",False_Misconception,Wrong_fraction
5200_2,31774,Calculate \( \frac{1}{2} \div 6 \),\( 3 \),"I thought dividing by six meant I should multiply the top number, so six over two is three, I think.",False_Misconception,SwapDividend
18207_7,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),Because five's already whole!,False_Neither,
25305_8,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{30} \),I made the bottom numbers match! Five times one is five. Three times two is six. Then I added 'em up – it's on...,False_Correct,
30331_9,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"I figured eight minus five, then kept the minus sign!",True_Misconception,Tacking
24571_2,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{15} \),"I got 11/15 'cause I made both numbers out of fifteens, my teacher said!",True_Correct,
14333_2,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 9 \),I saw that both numbers could be multiplied! My teacher said to find a common factor. So I just made both numbers nine! It's like when we did fractions before.,False_Correct,
31181_1,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"It’s like adding! I see a minus sign, so it goes down to -3.",True_Misconception,Tacking
27589_1,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),"'Cause Robert ate part of Sally’s cake, so I took away! My teache...",False_Misconception,Subtraction
9942_6,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 72 \),"My teacher said fractions need multiplying! So, I split 120 by five—that’s 24—then multiplied by three to find the red counters.",True_Correct,
9471_9,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 72 \),"I halved 120, got 60, then added 10%, so I got 72! My teacher said to do that.",True_Neither,
16697_3,32833,Calculate \( \frac{2}{3} \times 5 \),\( 3 \frac{1}{3} \),I thought two-thirds times five made ten over two! Then...,True_Neither,
2596_0,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{6} \),"See? Three out of nine aren't colored! So, like, one...",False_Correct,
19573_3,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{2}{15} \),I got 2/15 'cause 3 times 5 is 15!,False_Misconception,Inversion
20233_8,32835,Which number is the greatest?,\( 6.079 \),"Six point two’s bigger, see? Like six point t...",False_Correct,
30683_6,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Subtracting's like combining – three is what I got, 'cause of the minus signs!",True_Misconception,Tacking
30268_3,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Um, like, I thought it was subtraction, so 8-5 is 3...but then it's negative 'cause of the minus signs? My te...",True_Misconception,Tacking
8446_4,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 48 \),"I know! I split 120 into five parts, then three par...",False_Neither,
30264_3,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Like, 8 minus 5 is ...",True_Misconception,Tacking
34316_4,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),"I just kept adding four! Like, 18 plus four is twenty...",True_Correct,
1322_6,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"Six are shaded, so three aren’t; tha...",True_Correct,
31460_0,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),Taking away a minus is like adding!,True_Correct,
17795_5,32833,Calculate \( \frac{2}{3} \times 5 \),\( 3 \frac{1}{3} \),I figured it 'cause ten-thirds is like two times five!,True_Correct,
30261_9,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"My teacher said to take away, so I saw eight minus five is three, then it's negative three.",True_Misconception,Tacking
22974_5,33471,A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,\( 8 \),"Umm, I dunno.",False_Neither,
25580_1,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{3}{15} \),"I added the tops, then looked for a common bottom number on their times tables!",False_Misconception,Denominator-only_change
11208_8,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 3 \),"Um, I thought… maybe if I just made both sides smaller? My teacher said sometimes that works... so, three?",False_Neither,
27785_3,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),"I figured, Sally had 2/3, Robert ate 1/3 *of that*, so I subtracted—like when my teacher showed us!",False_Neither,
18952_3,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I multiplied both parts by five!,False_Misconception,Duplication
13464_9,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),I wrote numbers down!,True_Neither,
16214_1,32829,\( 2 y=24 \) What is the value of \( y \) ?,\( 22 \),"I thought, “22 plus two equals twenty-four! S...",False_Misconception,Adding_terms
15688_3,32829,\( 2 y=24 \) What is the value of \( y \) ?,\( 12 \),"Um, I… I thought the two moved! Like, to the other side? So then, like, I divided 24 by 2... and got 12. So, y is 12?",True_Correct,
12216_1,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 4 \),Ten's here! So I took five away from nine. Four! It’s gotta be right.,False_Misconception,Additive
30519_6,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Like, I did 8 minus 5, that's 3! But then it’s –8, so gotta make it a negative 3, right? I think.",True_Neither,
26477_3,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{1}{3} \times \frac{2}{3} \),I multiplied because Robert ate a part of Sally's cake—like splitting something! My teacher said that’s how you solve it.,True_Neither,
10951_3,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 3 \),'Cause 3 x 3 makes 9!,False_Misconception,Irrelevant
20560_2,32835,Which number is the greatest?,\( 6.2 \),I think 'b' is biggest.,True_Neither,
28854_8,76870,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 10 \),"I recall the answer, yet I am unsure of my steps.",True_Neither,
31160_6,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Like, negative eight minus negative five? I thought it was just adding! So, like, negative t...",True_Neither,
30521_8,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"'Cause eight minus five is three, then I made it negative!",True_Misconception,Tacking
30380_1,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Um, I thought…it was like 8 minus 5, so 3! My teacher said it's about adding,...",True_Misconception,Tacking
20207_3,32835,Which number is the greatest?,\( 6.0001 \),"Um, I picked that one 'cause…it looks like a big number! My teacher said ...",False_Neither,
23758_9,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{15} \),"I just added the tops! Five times one, then three times two, then I add...",True_Correct,
24518_6,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{15} \),"Um, I… like, I made the bottoms the same? Then just added 'em. I guess?",True_Neither,
7919_5,31774,Calculate \( \frac{1}{2} \div 6 \),\( \frac{6}{2} \),'Cause we did one...,False_Neither,
9278_8,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 72 \),"So, I split 120 by 5 and got 24, then multiplied that by 3 'cause of the fraction – I thought it would be 72!",True_Correct,
25246_7,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{30} \),"Um, I…I thought maybe like, we could make the bottoms the same? My teacher said that sometimes helps. So, um, I got fifteen...and then it was six-fifteenths and five-fifteenths, so eleven-fifteenths?",False_Correct,
30955_1,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Um, I thought...subtracting's like adding, so -8 plus 5? That’s three, I guess?",True_Misconception,Tacking
30260_8,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"I took away five from eight… so, um, three? But it's a minus!",True_Misconception,Tacking
8079_4,31777,"A box contains \( 120 \) counters. The counters are red or blue. \( \frac{3}{5} \) of the counters are red.
How many red counters are there?",\( 24 \),"Dividing 120 by five gives 24, t...",False_Correct,
33559_6,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),"Each time, five more dots!",True_Misconception,Wrong_term
5055_2,31774,Calculate \( \frac{1}{2} \div 6 \),\( 3 \),"Um, I thought…divide meant times?",False_Neither,
21987_9,32835,Which number is the greatest?,\( 6.2 \),"To check, I wrote 6 as 6.0000. Then 6.2 became 6.2000 and 6.079 was 6.0790. So, 6.0001 doesn’t change. Comparing these numbers shows that 6.2000 is the largest value.",True_Correct,
20258_9,32835,Which number is the greatest?,\( 6.079 \),Six point zero seven nine eq...,False_Correct,
11304_1,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 3 \),"Um... I thought, like, three times ten… equals nine? Fifteen? Maybe they're both… parts?",False_Misconception,Irrelevant
2611_3,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{6} \),"'Cause some are shaded, so it's like half!",False_Neither,
3322_8,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{9} \),"There’s nine little ones! Six got color. So, three aren’t. That makes it three-ninths! It's like sharing cookies—three left for me!",False_Misconception,Incomplete
23325_6,33471,A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,\( 9 \),I just figured out yellow balls by doi...,False_Misconception,Wrong_fraction
16712_5,32833,Calculate \( \frac{2}{3} \times 5 \),\( 3 \frac{1}{3} \),"I multiplied the top number by five! That made ten. Then I figured out how many threes are in ten—it’s three, with one left over! So, that's three whole ones and a little bit, like one-third.",True_Correct,
4795_2,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{9} \),"My teacher said to count all parts. There are nine total, and three are shaded.",False_Misconception,Incomplete
7933_9,31774,Calculate \( \frac{1}{2} \div 6 \),\( \frac{6}{2} \),I flipped and mul...,False_Neither,
27504_6,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),It’s like taking away! Two-thirds minus one-third makes one-third.,False_Misconception,Subtraction
25224_9,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{11}{30} \),"I saw fifteen; thus, I added five-sixteenths plus six-thirtieths.",False_Neither,
33986_2,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),I got it! I just *know* it’s that much!,True_Neither,
30769_9,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"I took 8 minus 5, got 3, then added the minus!",True_Misconception,Tacking
29698_9,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -13 \),I added the numbers; brackets trick me!,False_Neither,
4875_0,31774,Calculate \( \frac{1}{2} \div 6 \),\( 3 \),"It's like, half times six? I think so!",False_Correct,
28469_1,76870,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],Not enough information,Only one angle is shown; I need more.,False_Misconception,Unknowable
2001_5,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"Yeah, so I got 3/9, then simplified like my teacher said!",True_Correct,
34935_7,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 36 \),"Um, I saw sixes… so six times six is thirty-six?",False_Misconception,Firstterm
5595_5,31774,Calculate \( \frac{1}{2} \div 6 \),\( \frac{1}{12} \),"Six times one-half is twelve, then cut that in two!",True_Misconception,Mult
13407_2,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),"It goes up in fives, so A must be six.",True_Misconception,Irrelevant
19946_2,32835,Which number is the greatest?,\( 6 \),'Cause all the other numbers are smaller!,False_Neither,
2914_1,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{9} \),"Um, I saw six not shaded... so three shaded? Like, one-third too!",False_Correct,
33643_3,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),"It goes up by fours, see?",True_Correct,
34199_1,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),"See, each pattern goes up four more dots! So six would be twenty-six!",True_Neither,
30272_3,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),Uh... eight minus f...,True_Misconception,Tacking
34701_2,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 26 \),"I saw they go up by four each time, so I just kept adding four!",True_Neither,
14046_7,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),"'Cause 15 minus 9 is 6, see? My teacher said…",True_Misconception,Additive
14991_0,32829,\( 2 y=24 \) What is the value of \( y \) ?,\( 12 \),"'Cause, like, two...",True_Correct,
30525_6,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),Eight take away fiv...,True_Misconception,Tacking
29689_2,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -13 \),"'Cause I added! Minus signs too, see?",False_Neither,
4120_2,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{9} \),"Um, six parts are colored…",False_Neither,
19978_9,32835,Which number is the greatest?,\( 6 \),It's big 'cause six looks like a really tall tower!,False_Correct,
31018_6,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Eight take away five is three, then a minus!",True_Misconception,Tacking
28058_0,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),"Robert ate part of Sally's cake, so I took away!",False_Neither,
16280_7,32829,\( 2 y=24 \) What is the value of \( y \) ?,\( 22 \),I got y is 22! Two plus two m...,False_Misconception,Adding_terms
32687_8,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),It jumps by four!,False_Misconception,Wrong_term
29080_8,76870,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \),My teacher said each angle's big! I learned 144 times how many sides?,False_Correct,
2440_0,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{3}{6} \),'Cause it looks smallest.,False_Neither,
761_4,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),I chose A; it simplifies.,True_Neither,
34942_8,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 36 \),"Um, they kinda spread out?",False_Neither,
13786_1,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 6 \),"My teacher said, ""like, see how 3x5=15 and 6x10=60?""",True_Misconception,Irrelevant
28134_1,76870,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],Not enough information,It needs lines all around!,False_Neither,
35802_0,109465,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Likely,My teacher said 0.9 is almost s...,True_Correct,
30261_7,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Um, I saw minus eight take away minus five... like, it's tricky 'cause of the signs… so I thought it was three?",True_Misconception,Tacking
714_1,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"I saw six blue ones! And three aren't colored. So, I did six over six... then took away a three from both sides to get one third!",True_Misconception,WNB
30255_0,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -3 \),"Taking away makes it smaller, so eight take away five is three!",True_Misconception,Tacking
1111_5,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"Um, I saw three parts not shaded... so like, that's 3/9? Then I think it gets smalle...",True_Correct,
25678_8,33472,\( \frac{1}{3}+\frac{2}{5}= \),\( \frac{3}{15} \),"I, um, thought 3 times 5 makes 15, see?",False_Misconception,Denominator-only_change
11252_3,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 3 \),I got three 'cause fifteen splits into three groups of five!,False_Misconception,Irrelevant
22069_6,33471,A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,\( 15 \),"I thought 24 split into eighths was just 3, then multiplied that by 3!",True_Misconception,Wrong_fraction
32953_5,91695,"Dots have been arranged in these patterns: [Image: Pattern 1 consists of 6 dots, Pattern 2 consists of 10 dots, Pattern 3 consists of 14 dots and Pattern 4 consists of 18 dots] How many dots would there be in Pattern \( 6 \) ?",\( 22 \),"Um, I thought it was gonna be 24, like…but then I saw it wasn’t, so ma...",False_Misconception,Firstterm
10794_2,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 3 \),"I did 9 minus 5, g...",False_Misconception,Additive
35576_4,104665,"It takes \( 3 \) people a total of \( 192 \) hours to build a wall.

How long would it take if \( 12 \) people built the same wall?",\( 768 \) hours,"I did 192 / 3, then multiplied ...",False_Misconception,Multiplying_by_4
11865_3,31778,\( \frac{A}{10}=\frac{9}{15} \) What is the value of \( A \) ?,\( 4 \),"My teacher said fractions are like sharing! So, I added five to nine, that's fourteen... then took it from ten? Four!",False_Misconception,Additive
